,Comb,Formate,CO,C1+,H2
342,Ni_V,0.0,0.0,0.1854489388040175,0.5581820296856749
343,Ni_W,0.0002214058474806503,0.0,0.2654273762223539,0.790412749521687
344,Ni_Zn,0.43280015927864623,0.04805791077686095,0.4080033762790399,0.2916630925005284
345,Os_Os,0.0,0.0,0.3865495405006462,0.7033930829531537
346,Os_Pb,0.3871798926210334,0.03534742449245786,0.2915078015097893,0.33468721278620217
347,Os_Pd,0.0,0.0,0.4958226273521751,0.7182551535021596
348,Os_Pt,0.0,0.0,0.4134462545508053,0.7625934887982639
349,Os_Re,0.00011055202726367097,0.0,0.26159256013748944,0.7939523828961762
350,Os_Rh,0.0,0.0,0.27408903751055164,0.8335379235237176
351,Os_Ru,0.0,0.0,0.1878932762619478,0.8289899317844619
352,Os_Sb,0.4581064051801444,0.1853194931008215,0.24712744539840048,0.3106406362975078
353,Os_Se,0.22174222437320118,0.37666710405264925,0.18226974139616092,0.31522157082810004
354,Os_Si,0.09794403564941251,0.0,0.4072280714287191,0.32511819755884774
355,Os_Sn,0.40684854610836524,0.02298016253548592,0.3234083516177013,0.3105971418473297
356,Os_Ti,0.0,0.0,0.15140986174954219,0.5399618714012194
357,Os_V,0.0,0.0,0.16564760952867552,0.6644900751029732
358,Os_W,0.0002208127496404879,0.0,0.24171120495824328,0.8023368774902907
359,Os_Zn,0.35618954076734644,0.056920279727003184,0.24083955049648775,0.47202203456027375
360,Pb_Pb,0.8966343775873141,0.0,0.0,0.0
361,Pb_Pd,0.5460276415555175,0.1626490620872569,0.35962690280968274,0.07155536345177446
362,Pb_Pt,0.5167396175126844,0.18824608196381826,0.3426116039842279,0.1692122293909847
363,Pb_Re,0.3659120163204267,0.021596508333492137,0.32265383589481544,0.3808059436395342
364,Pb_Rh,0.4936761641635785,0.09353831320377266,0.3081284368587338,0.2845788144795417
365,Pb_Ru,0.40088171624136465,0.07239513886722694,0.32338877929096627,0.3594838510059837
366,Pb_Sb,0.8664679571655937,0.23695862887066504,0.0,0.0
367,Pb_Se,0.5620550710387189,0.138201400909318,0.00029220570996553257,0.0
368,Pb_Si,0.7442719480618566,0.12617594368254367,0.10521803712702796,0.00399366435245456
369,Pb_Sn,0.9960464023038025,0.058181387695510484,0.0,0.0
370,Pb_Ti,0.4839021557432691,0.030275156480714185,0.16591214990507516,0.024673275732392218
371,Pb_V,0.47614366406997605,0.027154711464750604,0.262853495802139,0.10855281075665128
372,Pb_W,0.3619781264052333,0.05191186175139758,0.3331425605956229,0.3822251949413936
373,Pb_Zn,0.9859514320097712,0.13118944259914184,0.0,0.0
374,Pd_Pd,0.0,0.0,0.6470016986517539,0.6915495539227474
375,Pd_Pt,0.0,0.0,0.5352059780963181,0.8139209017944963
376,Pd_Re,0.0011054426815118338,0.0,0.6240009581121757,0.6121985599395476
377,Pd_Rh,0.0,0.0,0.5824625076435178,0.8010491955256712
378,Pd_Ru,0.0,0.0,0.44278091916674095,0.8349665569120277
379,Pd_Sb,0.5653371509076072,0.4754708228450575,0.30586407266080023,0.0643325158407688
380,Pd_Se,0.21603490978235906,0.4478045885746332,0.33296586289682484,0.05117938114386967
381,Pd_Si,0.2754885373441926,0.005415769980858707,0.5379903130389762,0.0469019234479761
382,Pd_Sn,0.5987776643247648,0.25436098227846465,0.3348463039748172,0.0559596385136989
383,Pd_Ti,0.0,0.0,0.6289850730158056,0.31461487406465827
384,Pd_V,0.0,0.0,0.6229544025978959,0.32253448926329814
385,Pd_W,0.0005530715506207605,0.0,0.5231391594357984,0.6913868753349559
386,Pd_Zn,0.5125753275070123,0.06922050106141732,0.4867317565835076,0.08763687407209246
387,Pt_Pt,0.0,0.0,0.617809496366552,0.660305835999173
388,Pt_Re,0.0009984223377736635,0.0,0.5402629886500606,0.6559412722234688
389,Pt_Rh,0.0,0.0,0.5070443222571184,0.8314294690562926
390,Pt_Ru,0.0,0.0,0.3808164727846462,0.850011823004306
391,Pt_Sb,0.5242147934109451,0.46558210276631723,0.34083436765846037,0.11996408115853496
392,Pt_Se,0.270394133305258,0.4011076965293988,0.38093859156940885,0.07593334531456758
393,Pt_Si,0.17390980085469382,0.0005377775237938298,0.5844425077737159,0.13085797783983247
394,Pt_Sn,0.4883384580200024,0.17842711470269548,0.3600973187348969,0.14392209899740335
395,Pt_Ti,0.0006780864822294115,0.0,0.581251178323644,0.37874510577654985
396,Pt_V,0.0012198080983111812,0.0,0.5323655601741738,0.4649061365912766
397,Pt_W,0.0007761586890301228,0.0,0.5390892218229523,0.6661954316255454
398,Pt_Zn,0.4194584517072742,0.0998498793903578,0.45325845329468584,0.21134835630066423
399,Re_Re,0.0,0.0,0.467259372227626,0.6534377661510299
400,Re_Rh,0.0004434413056430764,0.0,0.28188527004341574,0.8179592039026587
401,Re_Ru,0.0005532361682504733,0.0,0.2095345009641166,0.8370874020996184
402,Re_Sb,0.3890856147013913,0.1587642016618739,0.3283187054181663,0.3165031929664751
403,Re_Se,0.14153390551095804,0.3655651666761951,0.2657240106581829,0.30777930268836967
404,Re_Si,0.10518916308886413,0.0,0.42824086466563516,0.3780301961791051
405,Re_Sn,0.40652314089331043,0.00890435425779592,0.3474524480011471,0.3415474492272314
406,Re_Ti,0.0,0.0,0.11416722603439418,0.5284275042959569
407,Re_V,0.0,0.0,0.13468563270002296,0.6591863365948436
408,Re_W,0.0008833725029441339,0.0,0.2990442642705063,0.7630503375894477
409,Re_Zn,0.33273389473365866,0.03342576385874915,0.21324789160904636,0.4814582423710723
410,Rh_Rh,0.0,0.0,0.4503912690786997,0.8804105995382512
411,Rh_Ru,0.0,0.0,0.22268451570881947,0.9744192629005817
412,Rh_Sb,0.5006040322808893,0.16206073288687106,0.322657141888809,0.24419668092419122
413,Rh_Se,0.29903159069833474,0.40349964851989495,0.3170348936852135,0.21432308750687978
414,Rh_Si,0.2160180388577069,0.0,0.476805976092648,0.24520535673967894
415,Rh_Sn,0.5148976348636429,0.06563318167547569,0.3153070478477464,0.2830283128226927
416,Rh_Ti,0.0,0.0,0.34090635746063375,0.46806365637402136
417,Rh_V,0.0,0.0,0.33279610407562926,0.6657790082776315
418,Rh_W,0.00033157441656856643,0.0,0.35245178793987963,0.8059586960472528
419,Rh_Zn,0.3874518895085186,0.0437460234871703,0.37685517041041944,0.3595993127543078
420,Ru_Ru,0.0,0.0,0.29911309872667197,0.9192393889055513
421,Ru_Sb,0.4807006241453574,0.11316391796658157,0.28373138323035474,0.33171051363852483
422,Ru_Se,0.2059841096411583,0.33456590705846306,0.25935217534394744,0.3082677614106123
423,Ru_Si,0.164916511787758,0.0,0.41417398447755005,0.3514076650977622
424,Ru_Sn,0.46594483283959526,0.04241338743939312,0.3239348686512672,0.3461120154631008
425,Ru_Ti,0.0,0.0,0.1088663445327832,0.5144588821663537
426,Ru_V,0.0,0.0,0.15952142667382377,0.6176146034147559
427,Ru_W,0.0,0.0,0.2265388513864538,0.8559862688504625
428,Ru_Zn,0.3616911706703821,0.05109504457184311,0.27313722337597224,0.4474950977723991
429,Sb_Sb,0.763317812481814,0.3375902881476504,0.0,0.0
430,Sb_Se,0.5386487990401638,0.4213127839192304,0.0,0.0
431,Sb_Si,0.7279598405191589,0.08126021175164701,0.08416583115693847,0.0054217467198022905
432,Sb_Sn,0.9691195736760949,0.10780829412297248,0.0,0.0
433,Sb_Ti,0.44990049958762923,0.2836612230492305,0.2684758691215954,0.032491788095574674
434,Sb_V,0.3974522312908749,0.19373911546663222,0.3147890084012275,0.12834563532020807
435,Sb_W,0.3432800593505511,0.24331420786840935,0.3361030344409805,0.349465774240512
436,Sb_Zn,0.9225522584525381,0.30562766766056826,0.0,0.0
437,Se_Se,0.09749966083027162,0.33563152940585833,0.0,0.0
438,Se_Si,0.48970245346574065,0.22331464420162467,0.1045518913543444,0.005011998650520208
439,Se_Sn,0.6114835645584555,0.4665724920946049,0.0,0.0
440,Se_Ti,0.18002745429556058,0.341867589846897,0.2366496784851044,0.020074826053097877
441,Se_V,0.17894131555385365,0.30325619979348967,0.2193550068266453,0.09483049933455011
442,Se_W,0.16189079411666102,0.30877540954312066,0.33082297401994,0.2500356926046424
443,Se_Zn,0.6767575407622195,0.16318266380177715,0.00296879721333223,0.0
444,Si_Si,0.16733559594071581,0.0,0.3640087961864103,0.06469165787560821
445,Si_Sn,0.6840046833090198,0.034528819721164984,0.05993860348288525,0.005763779656284216
446,Si_Ti,0.14391515215251344,0.0,0.41123877606361275,0.09082438021359855
447,Si_V,0.1395554328785971,0.0,0.4043797848624089,0.16479312336193652
448,Si_W,0.11704985428979701,0.0,0.40596093467458033,0.3515371406809626
449,Si_Zn,0.6013395925464292,0.03385609043607255,0.13992802075550953,0.004836655553552974
450,Sn_Sn,0.8461623809514148,0.0,0.0,0.0
451,Sn_Ti,0.48085618344290076,0.04158408535045857,0.2882815747233174,0.04214056042006337
452,Sn_V,0.4747489128330007,0.037743453017302045,0.31910600893450114,0.14962247552629948
453,Sn_W,0.36392695756511745,0.01864327495205937,0.3508486173004761,0.36411733950010905
454,Sn_Zn,0.9412640838474285,0.0719519938197517,0.0,0.0
455,Ti_Ti,0.0,0.0,0.029594451622679672,0.021385067069706967
456,Ti_V,0.0,0.0,0.061253804723991404,0.04316562964292927
457,Ti_W,0.0,0.0,0.11933039794362632,0.5072670531889963
458,Ti_Zn,0.28064209758930436,0.00654997718821739,0.27711525645189145,0.11866727560606961
459,V_V,0.0,0.0,0.06603832516088692,0.1730262295952367
460,V_W,0.0,0.0,0.1614192518178249,0.6149543485669918
461,V_Zn,0.2645516404947207,0.005230621616384756,0.2882049639738047,0.2394668476124881
462,W_W,0.0,0.0,0.4477015519915758,0.6601262642252358
463,W_Zn,0.34881904713299905,0.048997725471373106,0.226955362472827,0.4363256871866814
464,Zn_Zn,0.7656562280191102,0.01081891185666408,0.01008996965580871,0.0
